"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"CC"	"GO:0030312"	"external encapsulating structure"	22	0.501904850424259	1.60792250077658	0.0111852906028879	0.0111852906028879	0.401990704190992	61	"tags=27%, list=6%, signal=26%"	"ENSG00000164176/ENSG00000106780/ENSG00000113140/ENSG00000164733/ENSG00000113578/ENSG00000112851"
"CC"	"GO:0031012"	"extracellular matrix"	22	0.501904850424259	1.60792250077658	0.0111852906028879	0.0111852906028879	0.401990704190992	61	"tags=27%, list=6%, signal=26%"	"ENSG00000164176/ENSG00000106780/ENSG00000113140/ENSG00000164733/ENSG00000113578/ENSG00000112851"
"BP"	"GO:0015810"	"aspartate transmembrane transport"	3	0.908513539813306	1.56413235039978	0.0113038484856091	0.0113038484856091	0.401990704190992	6	"tags=33%, list=1%, signal=33%"	"ENSG00000131095"
"BP"	"GO:0042940"	"D-amino acid transport"	3	0.908513539813306	1.56413235039978	0.0113038484856091	0.0113038484856091	0.401990704190992	6	"tags=33%, list=1%, signal=33%"	"ENSG00000131095"
"BP"	"GO:0070777"	"D-aspartate transport"	3	0.908513539813306	1.56413235039978	0.0113038484856091	0.0113038484856091	0.401990704190992	6	"tags=33%, list=1%, signal=33%"	"ENSG00000131095"
"BP"	"GO:0070779"	"D-aspartate import across plasma membrane"	3	0.908513539813306	1.56413235039978	0.0113038484856091	0.0113038484856091	0.401990704190992	6	"tags=33%, list=1%, signal=33%"	"ENSG00000131095"
"CC"	"GO:0042175"	"nuclear outer membrane-endoplasmic reticulum membrane network"	90	0.320542348069322	1.4104008378307	0.0121100982695	0.0121100982695	0.427586627620841	171	"tags=26%, list=16%, signal=23%"	"ENSG00000156671/ENSG00000087470/ENSG00000123684/ENSG00000101290/ENSG00000091039/ENSG00000152661/ENSG00000138760/ENSG00000099194/ENSG00000170540/ENSG00000163590/ENSG00000168710/ENSG00000127022/ENSG00000248905/ENSG00000198961/ENSG00000198363/ENSG00000139644/ENSG00000134243/ENSG00000111897/ENSG00000276293/ENSG00000166710/ENSG00000145495/ENSG00000177301/ENSG00000198689"
"BP"	"GO:0016054"	"organic acid catabolic process"	10	0.67865526694815	1.7209223525268	0.0124060461099021	0.0124060461099021	0.431866512469239	82	"tags=40%, list=8%, signal=37%"	"ENSG00000148672/ENSG00000119711/ENSG00000153904/ENSG00000058668"
"BP"	"GO:0046395"	"carboxylic acid catabolic process"	10	0.67865526694815	1.7209223525268	0.0124060461099021	0.0124060461099021	0.431866512469239	82	"tags=40%, list=8%, signal=37%"	"ENSG00000148672/ENSG00000119711/ENSG00000153904/ENSG00000058668"
"MF"	"GO:0016491"	"oxidoreductase activity"	33	-0.496114554206401	-1.64404075627445	0.0125063464689025	0.0125063464689025	0.432313603371118	152	"tags=45%, list=14%, signal=40%"	"ENSG00000291237/ENSG00000212907/ENSG00000133816/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198727/ENSG00000198886/ENSG00000198695/ENSG00000198938/ENSG00000198804/ENSG00000171988/ENSG00000069424/ENSG00000198712/ENSG00000198840"
"BP"	"GO:0002287"	"alpha-beta T cell activation involved in immune response"	3	-0.896134071132914	-1.51110561285478	0.0130047506494977	0.0130047506494977	0.437309767633663	65	"tags=67%, list=6%, signal=63%"	"ENSG00000189403/ENSG00000056586"
"BP"	"GO:0002293"	"alpha-beta T cell differentiation involved in immune response"	3	-0.896134071132914	-1.51110561285478	0.0130047506494977	0.0130047506494977	0.437309767633663	65	"tags=67%, list=6%, signal=63%"	"ENSG00000189403/ENSG00000056586"
"BP"	"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	3	-0.896134071132914	-1.51110561285478	0.0130047506494977	0.0130047506494977	0.437309767633663	65	"tags=67%, list=6%, signal=63%"	"ENSG00000189403/ENSG00000056586"
"BP"	"GO:0042093"	"T-helper cell differentiation"	3	-0.896134071132914	-1.51110561285478	0.0130047506494977	0.0130047506494977	0.437309767633663	65	"tags=67%, list=6%, signal=63%"	"ENSG00000189403/ENSG00000056586"
"CC"	"GO:0043197"	"dendritic spine"	39	-0.462323703655089	-1.5866619195863	0.0133619603778225	0.0133619603778225	0.442807355827218	154	"tags=38%, list=15%, signal=34%"	"ENSG00000176884/ENSG00000139220/ENSG00000018625/ENSG00000185046/ENSG00000003393/ENSG00000169398/ENSG00000120899/ENSG00000157680/ENSG00000157087/ENSG00000087250/ENSG00000159842/ENSG00000131018/ENSG00000125675/ENSG00000152767/ENSG00000204681"
"CC"	"GO:0044309"	"neuron spine"	39	-0.462323703655089	-1.5866619195863	0.0133619603778225	0.0133619603778225	0.442807355827218	154	"tags=38%, list=15%, signal=34%"	"ENSG00000176884/ENSG00000139220/ENSG00000018625/ENSG00000185046/ENSG00000003393/ENSG00000169398/ENSG00000120899/ENSG00000157680/ENSG00000157087/ENSG00000087250/ENSG00000159842/ENSG00000131018/ENSG00000125675/ENSG00000152767/ENSG00000204681"
"CC"	"GO:0062023"	"collagen-containing extracellular matrix"	18	0.549097727063498	1.66262009934801	0.0134557884730477	0.0134557884730477	0.442807355827218	207	"tags=50%, list=19%, signal=41%"	"ENSG00000164176/ENSG00000106780/ENSG00000113140/ENSG00000164733/ENSG00000112851/ENSG00000106278/ENSG00000120885/ENSG00000105290/ENSG00000080824"
"BP"	"GO:0010906"	"regulation of glucose metabolic process"	6	0.745405107665496	1.62038781344312	0.0135265577498753	0.0135265577498753	0.442807355827218	144	"tags=50%, list=14%, signal=43%"	"ENSG00000067992/ENSG00000128989/ENSG00000095637"
"BP"	"GO:0045765"	"regulation of angiogenesis"	26	0.465080303705427	1.57584876690949	0.0137223408083517	0.0137223408083517	0.443344426804399	114	"tags=31%, list=11%, signal=28%"	"ENSG00000166068/ENSG00000113140/ENSG00000168036/ENSG00000109458/ENSG00000113578/ENSG00000153904/ENSG00000058668/ENSG00000154229"
"BP"	"GO:1901342"	"regulation of vasculature development"	26	0.465080303705427	1.57584876690949	0.0137223408083517	0.0137223408083517	0.443344426804399	114	"tags=31%, list=11%, signal=28%"	"ENSG00000166068/ENSG00000113140/ENSG00000168036/ENSG00000109458/ENSG00000113578/ENSG00000153904/ENSG00000058668/ENSG00000154229"
"BP"	"GO:1901135"	"carbohydrate derivative metabolic process"	54	-0.437970450426804	-1.58248823864811	0.0138937638042972	0.0138937638042972	0.445967975563769	258	"tags=48%, list=24%, signal=38%"	"ENSG00000109956/ENSG00000204217/ENSG00000123119/ENSG00000018625/ENSG00000130414/ENSG00000182621/ENSG00000141367/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000135916/ENSG00000198763/ENSG00000198888/ENSG00000067057/ENSG00000198786/ENSG00000198162/ENSG00000198899/ENSG00000107331/ENSG00000198886/ENSG00000110955/ENSG00000105220/ENSG00000198695/ENSG00000169764/ENSG00000198840"
"BP"	"GO:0031929"	"TOR signaling"	20	0.529153894793912	1.6397076318164	0.0144355215489045	0.0144355215489045	0.46036814392975	101	"tags=30%, list=10%, signal=28%"	"ENSG00000170832/ENSG00000149311/ENSG00000137154/ENSG00000155506/ENSG00000095787/ENSG00000164327"
"CC"	"GO:0030673"	"axolemma"	7	-0.745143853826116	-1.60302980005721	0.0146538386309287	0.0146538386309287	0.460732606611805	30	"tags=71%, list=3%, signal=70%"	"ENSG00000186868/ENSG00000082397/ENSG00000115306/ENSG00000204681/ENSG00000154096"
"BP"	"GO:0006906"	"vesicle fusion"	12	0.632283437057432	1.68640593105306	0.0147265681968552	0.0147265681968552	0.460732606611805	176	"tags=42%, list=17%, signal=35%"	"ENSG00000134108/ENSG00000132872/ENSG00000115020/ENSG00000276293/ENSG00000150867"
"BP"	"GO:0090174"	"organelle membrane fusion"	12	0.632283437057432	1.68640593105306	0.0147265681968552	0.0147265681968552	0.460732606611805	176	"tags=42%, list=17%, signal=35%"	"ENSG00000134108/ENSG00000132872/ENSG00000115020/ENSG00000276293/ENSG00000150867"
"BP"	"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	4	0.855680680697025	1.58250351858641	0.0150683542358139	0.0150683542358139	0.468460718248143	8	"tags=25%, list=1%, signal=25%"	"ENSG00000138071"
"BP"	"GO:0006979"	"response to oxidative stress"	27	-0.501194295739478	-1.56999933245075	0.0158565013452893	0.0158565013452893	0.489882436299202	183	"tags=41%, list=17%, signal=35%"	"ENSG00000078549/ENSG00000196262/ENSG00000152894/ENSG00000291237/ENSG00000003393/ENSG00000120899/ENSG00000087250/ENSG00000198786/ENSG00000198695/ENSG00000198804/ENSG00000198840"
"BP"	"GO:0045010"	"actin nucleation"	5	0.803921209686482	1.63822103889512	0.016313609274822	0.016313609274822	0.494870494821859	103	"tags=40%, list=10%, signal=36%"	"ENSG00000138071/ENSG00000248905"
"BP"	"GO:0001919"	"regulation of receptor recycling"	3	-0.888206697943858	-1.49773808392462	0.0163182913379823	0.0163182913379823	0.494870494821859	40	"tags=67%, list=4%, signal=64%"	"ENSG00000085832/ENSG00000198825"
"BP"	"GO:0001921"	"positive regulation of receptor recycling"	3	-0.888206697943858	-1.49773808392462	0.0163182913379823	0.0163182913379823	0.494870494821859	40	"tags=67%, list=4%, signal=64%"	"ENSG00000085832/ENSG00000198825"
"MF"	"GO:0043022"	"ribosome binding"	6	0.732129126308021	1.59152801870611	0.0172130360002099	0.0172130360002099	0.51882167559041	190	"tags=67%, list=18%, signal=55%"	"ENSG00000135829/ENSG00000155506/ENSG00000164327/ENSG00000215301"
"BP"	"GO:0044248"	"cellular catabolic process"	102	0.292769678382026	1.31498207614336	0.0174912280555819	0.0174912280555819	0.524011527585409	130	"tags=23%, list=12%, signal=22%"	"ENSG00000087470/ENSG00000131095/ENSG00000148672/ENSG00000119711/ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000197386/ENSG00000048707/ENSG00000134108/ENSG00000153904/ENSG00000058668/ENSG00000136960/ENSG00000155506/ENSG00000095787/ENSG00000115020/ENSG00000154229/ENSG00000139644/ENSG00000005893/ENSG00000276293"
"CC"	"GO:0005604"	"basement membrane"	6	0.730279846232639	1.58750798870232	0.0178564955866462	0.0178564955866462	0.531731789948576	61	"tags=50%, list=6%, signal=47%"	"ENSG00000106780/ENSG00000113140/ENSG00000112851"
"BP"	"GO:0006082"	"organic acid metabolic process"	48	0.374888310809419	1.46708850311815	0.0182178490890729	0.0182178490890729	0.536033955653422	177	"tags=33%, list=17%, signal=29%"	"ENSG00000148672/ENSG00000123684/ENSG00000123560/ENSG00000119711/ENSG00000099194/ENSG00000169710/ENSG00000153904/ENSG00000058668/ENSG00000067992/ENSG00000112531/ENSG00000134440/ENSG00000014641/ENSG00000109107/ENSG00000080493/ENSG00000142192/ENSG00000278540"
"BP"	"GO:0043436"	"oxoacid metabolic process"	48	0.374888310809419	1.46708850311815	0.0182178490890729	0.0182178490890729	0.536033955653422	177	"tags=33%, list=17%, signal=29%"	"ENSG00000148672/ENSG00000123684/ENSG00000123560/ENSG00000119711/ENSG00000099194/ENSG00000169710/ENSG00000153904/ENSG00000058668/ENSG00000067992/ENSG00000112531/ENSG00000134440/ENSG00000014641/ENSG00000109107/ENSG00000080493/ENSG00000142192/ENSG00000278540"
"MF"	"GO:0005216"	"monoatomic ion channel activity"	47	-0.429900891852386	-1.53330187185309	0.0185344413499638	0.0185344413499638	0.542122308187043	155	"tags=43%, list=15%, signal=38%"	"ENSG00000075043/ENSG00000153956/ENSG00000166206/ENSG00000107130/ENSG00000073464/ENSG00000123104/ENSG00000176884/ENSG00000196876/ENSG00000156113/ENSG00000120899/ENSG00000114573/ENSG00000109572/ENSG00000198899/ENSG00000125675/ENSG00000110955/ENSG00000164418/ENSG00000144406/ENSG00000198216/ENSG00000008710/ENSG00000069424"
"BP"	"GO:0006163"	"purine nucleotide metabolic process"	36	-0.460256890409263	-1.54590710759926	0.0191012438377302	0.0191012438377302	0.551480333933184	230	"tags=44%, list=22%, signal=36%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000069424/ENSG00000198840"
"BP"	"GO:0072521"	"purine-containing compound metabolic process"	36	-0.460256890409263	-1.54590710759926	0.0191012438377302	0.0191012438377302	0.551480333933184	230	"tags=44%, list=22%, signal=36%"	"ENSG00000018625/ENSG00000130414/ENSG00000154027/ENSG00000205542/ENSG00000212907/ENSG00000198836/ENSG00000114573/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198899/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000069424/ENSG00000198840"
"BP"	"GO:0002292"	"T cell differentiation involved in immune response"	4	-0.859466046337169	-1.58417367756868	0.0194489973879283	0.0194489973879283	0.551480333933184	65	"tags=50%, list=6%, signal=47%"	"ENSG00000189403/ENSG00000056586"
"CC"	"GO:0031256"	"leading edge membrane"	33	-0.481026716765386	-1.59404218343123	0.0195190835466806	0.0195190835466806	0.551480333933184	165	"tags=24%, list=16%, signal=21%"	"ENSG00000127603/ENSG00000152894/ENSG00000157087/ENSG00000109572/ENSG00000149269/ENSG00000115266/ENSG00000204681/ENSG00000154096"
"BP"	"GO:1902743"	"regulation of lamellipodium organization"	7	0.726033120417527	1.66435206797052	0.0197444167573853	0.0197444167573853	0.551480333933184	271	"tags=71%, list=26%, signal=54%"	"ENSG00000138071/ENSG00000136960/ENSG00000102606/ENSG00000080824/ENSG00000145675"
"BP"	"GO:1902745"	"positive regulation of lamellipodium organization"	7	0.726033120417527	1.66435206797052	0.0197444167573853	0.0197444167573853	0.551480333933184	271	"tags=71%, list=26%, signal=54%"	"ENSG00000138071/ENSG00000136960/ENSG00000102606/ENSG00000080824/ENSG00000145675"
"MF"	"GO:0022853"	"active monoatomic ion transmembrane transporter activity"	34	-0.467166859032831	-1.55126187279134	0.0202203597493822	0.0202203597493822	0.551480333933184	364	"tags=56%, list=34%, signal=38%"	"ENSG00000134294/ENSG00000163399/ENSG00000104888/ENSG00000174437/ENSG00000124406/ENSG00000183023/ENSG00000131100/ENSG00000124140/ENSG00000018625/ENSG00000155097/ENSG00000157087/ENSG00000114573/ENSG00000198727/ENSG00000050438/ENSG00000110955/ENSG00000017260/ENSG00000198938/ENSG00000198804/ENSG00000198712"
"BP"	"GO:1904683"	"regulation of metalloendopeptidase activity"	3	0.886410258028889	1.52607847825153	0.0202465244450182	0.0202465244450182	0.551480333933184	11	"tags=33%, list=1%, signal=33%"	"ENSG00000073921"
"BP"	"GO:1900026"	"positive regulation of substrate adhesion-dependent cell spreading"	4	0.843100189035917	1.5592370445753	0.0203559694888088	0.0203559694888088	0.551480333933184	170	"tags=100%, list=16%, signal=84%"	"ENSG00000157764/ENSG00000102606/ENSG00000124126/ENSG00000147459"
"BP"	"GO:0002223"	"stimulatory C-type lectin receptor signaling pathway"	3	-0.882014767110145	-1.48729694376642	0.0203616666930182	0.0203616666930182	0.551480333933184	68	"tags=67%, list=6%, signal=63%"	"ENSG00000149269/ENSG00000005339"
"BP"	"GO:1990840"	"response to lectin"	3	-0.882014767110145	-1.48729694376642	0.0203616666930182	0.0203616666930182	0.551480333933184	68	"tags=67%, list=6%, signal=63%"	"ENSG00000149269/ENSG00000005339"
"BP"	"GO:1990858"	"cellular response to lectin"	3	-0.882014767110145	-1.48729694376642	0.0203616666930182	0.0203616666930182	0.551480333933184	68	"tags=67%, list=6%, signal=63%"	"ENSG00000149269/ENSG00000005339"
"BP"	"GO:0016525"	"negative regulation of angiogenesis"	11	0.625945085825494	1.63416179492959	0.0205309772016324	0.0205309772016324	0.551480333933184	82	"tags=36%, list=8%, signal=34%"	"ENSG00000166068/ENSG00000113140/ENSG00000168036/ENSG00000058668"
"BP"	"GO:1901343"	"negative regulation of vasculature development"	11	0.625945085825494	1.63416179492959	0.0205309772016324	0.0205309772016324	0.551480333933184	82	"tags=36%, list=8%, signal=34%"	"ENSG00000166068/ENSG00000113140/ENSG00000168036/ENSG00000058668"
"BP"	"GO:2000181"	"negative regulation of blood vessel morphogenesis"	11	0.625945085825494	1.63416179492959	0.0205309772016324	0.0205309772016324	0.551480333933184	82	"tags=36%, list=8%, signal=34%"	"ENSG00000166068/ENSG00000113140/ENSG00000168036/ENSG00000058668"
"CC"	"GO:0034702"	"monoatomic ion channel complex"	42	-0.449180574372034	-1.56728826167821	0.0206394098570607	0.0206394098570607	0.551480333933184	64	"tags=21%, list=6%, signal=21%"	"ENSG00000156113/ENSG00000120899/ENSG00000125675/ENSG00000164418/ENSG00000144406/ENSG00000198216/ENSG00000008710/ENSG00000127914/ENSG00000069424"
"BP"	"GO:0007015"	"actin filament organization"	67	0.346083055753772	1.45192510670463	0.0209351466352042	0.0209351466352042	0.55637492132948	217	"tags=37%, list=20%, signal=32%"	"ENSG00000138071/ENSG00000106780/ENSG00000136541/ENSG00000106078/ENSG00000158528/ENSG00000018189/ENSG00000148700/ENSG00000155657/ENSG00000064042/ENSG00000154380/ENSG00000164327/ENSG00000248905/ENSG00000095637/ENSG00000091513/ENSG00000157764/ENSG00000104067/ENSG00000075340/ENSG00000197872/ENSG00000124126/ENSG00000187164/ENSG00000074054/ENSG00000105887/ENSG00000055163/ENSG00000184009/ENSG00000125868"
"BP"	"GO:0006811"	"monoatomic ion transport"	140	-0.324178830444852	-1.3536114676751	0.0221665633540086	0.0221665633540086	0.583448008566976	193	"tags=41%, list=18%, signal=39%"	"ENSG00000060237/ENSG00000070808/ENSG00000174437/ENSG00000075043/ENSG00000124406/ENSG00000183023/ENSG00000153956/ENSG00000134308/ENSG00000166501/ENSG00000166206/ENSG00000198947/ENSG00000131100/ENSG00000107130/ENSG00000073464/ENSG00000124140/ENSG00000092096/ENSG00000123104/ENSG00000176884/ENSG00000018625/ENSG00000196876/ENSG00000114279/ENSG00000275023/ENSG00000182621/ENSG00000141367/ENSG00000205542/ENSG00000078549/ENSG00000117152/ENSG00000155097/ENSG00000168297/ENSG00000131507/ENSG00000156113/ENSG00000135018/ENSG00000049759/ENSG00000120899/ENSG00000157087/ENSG00000133872/ENSG00000087250/ENSG00000114573/ENSG00000109572/ENSG00000198786/ENSG00000198727/ENSG00000198899/ENSG00000050438/ENSG00000198886/ENSG00000125675/ENSG00000110955/ENSG00000017260/ENSG00000136717/ENSG00000164418/ENSG00000198938/ENSG00000144406/ENSG00000198216/ENSG00000198804/ENSG00000008710/ENSG00000127914/ENSG00000069424/ENSG00000198712/ENSG00000154096"
"CC"	"GO:0031312"	"extrinsic component of organelle membrane"	7	-0.728586261558048	-1.56740941120662	0.0221899093547832	0.0221899093547832	0.583448008566976	169	"tags=57%, list=16%, signal=48%"	"ENSG00000155097/ENSG00000168297/ENSG00000114573/ENSG00000136717"
"BP"	"GO:1902459"	"positive regulation of stem cell population maintenance"	3	-0.877776649253943	-1.48015041972862	0.0226721736680289	0.0226721736680289	0.584787587259226	55	"tags=100%, list=5%, signal=95%"	"ENSG00000147162/ENSG00000080503"
"MF"	"GO:0042626"	"ATPase-coupled transmembrane transporter activity"	18	-0.559680558784994	-1.5910560585198	0.0228566503513546	0.0228566503513546	0.584787587259226	352	"tags=67%, list=33%, signal=45%"	"ENSG00000163399/ENSG00000174437/ENSG00000124406/ENSG00000131100/ENSG00000018625/ENSG00000155097/ENSG00000167972/ENSG00000157087/ENSG00000114573/ENSG00000107331/ENSG00000110955/ENSG00000017260"
"MF"	"GO:0099507"	"ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential"	4	-0.847675355171244	-1.56244099520734	0.0229851255261102	0.0229851255261102	0.584787587259226	64	"tags=75%, list=6%, signal=71%"	"ENSG00000273079/ENSG00000125675/ENSG00000164418"
"MF"	"GO:1901363"	"heterocyclic compound binding"	389	-0.280713591768545	-1.29545110006982	0.0230654865695088	0.0230654865695088	0.584787587259226	255	"tags=28%, list=24%, signal=34%"	"ENSG00000074590/ENSG00000166598/ENSG00000204217/ENSG00000075151/ENSG00000181722/ENSG00000084731/ENSG00000198300/ENSG00000106976/ENSG00000065150/ENSG00000108946/ENSG00000018625/ENSG00000100077/ENSG00000182568/ENSG00000111640/ENSG00000196876/ENSG00000105968/ENSG00000108848/ENSG00000164754/ENSG00000150991/ENSG00000138095/ENSG00000163848/ENSG00000106682/ENSG00000110367/ENSG00000225783/ENSG00000134287/ENSG00000168385/ENSG00000141367/ENSG00000154027/ENSG00000205542/ENSG00000123200/ENSG00000196262/ENSG00000241973/ENSG00000109906/ENSG00000133706/ENSG00000165868/ENSG00000166848/ENSG00000132466/ENSG00000149187/ENSG00000089737/ENSG00000167972/ENSG00000010818/ENSG00000127603/ENSG00000116560/ENSG00000075292/ENSG00000178209/ENSG00000170027/ENSG00000291237/ENSG00000133026/ENSG00000124177/ENSG00000169398/ENSG00000120899/ENSG00000157680/ENSG00000157087/ENSG00000173889/ENSG00000096384/ENSG00000067369/ENSG00000185630/ENSG00000116747/ENSG00000055332/ENSG00000198836/ENSG00000116539/ENSG00000167232/ENSG00000069275/ENSG00000133816/ENSG00000114573/ENSG00000109572/ENSG00000064607/ENSG00000135916/ENSG00000117523/ENSG00000071082/ENSG00000157152/ENSG00000104852/ENSG00000067057/ENSG00000160209/ENSG00000173575/ENSG00000131018/ENSG00000183049/ENSG00000198752/ENSG00000198265/ENSG00000100167/ENSG00000107331/ENSG00000149269/ENSG00000189403/ENSG00000110955/ENSG00000122966/ENSG00000017260/ENSG00000080503/ENSG00000005339/ENSG00000172995/ENSG00000154310/ENSG00000123636/ENSG00000056586/ENSG00000139746/ENSG00000010244/ENSG00000204186/ENSG00000169764/ENSG00000038382/ENSG00000154556/ENSG00000132424/ENSG00000198804/ENSG00000188994/ENSG00000149091/ENSG00000132932/ENSG00000204469/ENSG00000063046/ENSG00000171988/ENSG00000167978/ENSG00000048991/ENSG00000127914"
"MF"	"GO:0043177"	"organic acid binding"	13	0.583855876331198	1.6122879139659	0.0231115986589359	0.0231115986589359	0.584787587259226	86	"tags=31%, list=8%, signal=29%"	"ENSG00000147588/ENSG00000148672/ENSG00000153904/ENSG00000177511"
"BP"	"GO:1901361"	"organic cyclic compound catabolic process"	28	0.447330320970332	1.57075097628985	0.0231212693759431	0.0231212693759431	0.584787587259226	114	"tags=32%, list=11%, signal=29%"	"ENSG00000119711/ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000155506/ENSG00000154229"
"BP"	"GO:0019439"	"aromatic compound catabolic process"	25	0.455794259972784	1.52467885482194	0.0231872761387708	0.0231872761387708	0.584787587259226	114	"tags=32%, list=11%, signal=29%"	"ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000155506/ENSG00000154229"
"BP"	"GO:0034655"	"nucleobase-containing compound catabolic process"	25	0.455794259972784	1.52467885482194	0.0231872761387708	0.0231872761387708	0.584787587259226	114	"tags=32%, list=11%, signal=29%"	"ENSG00000173786/ENSG00000229807/ENSG00000135829/ENSG00000149311/ENSG00000055917/ENSG00000198677/ENSG00000155506/ENSG00000154229"
"BP"	"GO:0050906"	"detection of stimulus involved in sensory perception"	6	-0.751018194822537	-1.54574065988091	0.0238201575968513	0.0238201575968513	0.596451609882967	37	"tags=33%, list=3%, signal=32%"	"ENSG00000164418/ENSG00000132932"
"BP"	"GO:0019915"	"lipid storage"	5	0.788296171618661	1.60638052294926	0.0238910876956955	0.0238910876956955	0.596451609882967	19	"tags=40%, list=2%, signal=39%"	"ENSG00000101290/ENSG00000091039"
"BP"	"GO:0097581"	"lamellipodium organization"	9	0.670679346160336	1.65547360684326	0.0247074118766418	0.0247074118766418	0.613731849630838	271	"tags=56%, list=26%, signal=42%"	"ENSG00000138071/ENSG00000136960/ENSG00000102606/ENSG00000080824/ENSG00000145675"
"BP"	"GO:0031128"	"developmental induction"	3	0.877553753509966	1.51083077458786	0.0248830514320274	0.0248830514320274	0.614354800729618	36	"tags=67%, list=3%, signal=65%"	"ENSG00000168036/ENSG00000113578"
"CC"	"GO:0098688"	"parallel fiber to Purkinje cell synapse"	7	-0.717010423186643	-1.54250628173072	0.0249810581770274	0.0249810581770274	0.614354800729618	221	"tags=71%, list=21%, signal=57%"	"ENSG00000196876/ENSG00000157087/ENSG00000173898/ENSG00000125675/ENSG00000137766"
"BP"	"GO:0045471"	"response to ethanol"	15	-0.575531605246662	-1.55121751795135	0.0261143373166072	0.0261143373166072	0.639046003328751	348	"tags=73%, list=33%, signal=50%"	"ENSG00000183044/ENSG00000166501/ENSG00000123104/ENSG00000176884/ENSG00000078549/ENSG00000117152/ENSG00000291237/ENSG00000120899/ENSG00000145391/ENSG00000198886/ENSG00000204681"
"CC"	"GO:0031967"	"organelle envelope"	91	-0.355770721054605	-1.39983024455489	0.0266304624817138	0.0266304624817138	0.64388855659705	245	"tags=37%, list=23%, signal=31%"	"ENSG00000078674/ENSG00000179915/ENSG00000065150/ENSG00000111640/ENSG00000130414/ENSG00000150991/ENSG00000138095/ENSG00000182621/ENSG00000105701/ENSG00000132466/ENSG00000178209/ENSG00000212907/ENSG00000198836/ENSG00000087250/ENSG00000129003/ENSG00000040933/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198727/ENSG00000204843/ENSG00000198899/ENSG00000131018/ENSG00000149269/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000136717/ENSG00000198938/ENSG00000204681/ENSG00000198804/ENSG00000198712/ENSG00000198840/ENSG00000167654"
"CC"	"GO:0031975"	"envelope"	91	-0.355770721054605	-1.39983024455489	0.0266304624817138	0.0266304624817138	0.64388855659705	245	"tags=37%, list=23%, signal=31%"	"ENSG00000078674/ENSG00000179915/ENSG00000065150/ENSG00000111640/ENSG00000130414/ENSG00000150991/ENSG00000138095/ENSG00000182621/ENSG00000105701/ENSG00000132466/ENSG00000178209/ENSG00000212907/ENSG00000198836/ENSG00000087250/ENSG00000129003/ENSG00000040933/ENSG00000198763/ENSG00000198888/ENSG00000198786/ENSG00000198727/ENSG00000204843/ENSG00000198899/ENSG00000131018/ENSG00000149269/ENSG00000198886/ENSG00000110955/ENSG00000198695/ENSG00000136717/ENSG00000198938/ENSG00000204681/ENSG00000198804/ENSG00000198712/ENSG00000198840/ENSG00000167654"
"MF"	"GO:0043178"	"alcohol binding"	10	0.636594470178264	1.61426530755626	0.0267030017881762	0.0267030017881762	0.64388855659705	32	"tags=30%, list=3%, signal=29%"	"ENSG00000147588/ENSG00000091039/ENSG00000138760"
"BP"	"GO:0032212"	"positive regulation of telomere maintenance via telomerase"	5	0.785381735971778	1.60044152079867	0.0268568334712293	0.0268568334712293	0.644454215538543	135	"tags=60%, list=13%, signal=53%"	"ENSG00000168036/ENSG00000149311/ENSG00000173273"
"BP"	"GO:0060491"	"regulation of cell projection assembly"	20	0.493694000719178	1.52982682113015	0.0274346653461385	0.0274346653461385	0.651989820169365	75	"tags=20%, list=7%, signal=19%"	"ENSG00000138071/ENSG00000106078/ENSG00000011426/ENSG00000197386"
"BP"	"GO:0120032"	"regulation of plasma membrane bounded cell projection assembly"	20	0.493694000719178	1.52982682113015	0.0274346653461385	0.0274346653461385	0.651989820169365	75	"tags=20%, list=7%, signal=19%"	"ENSG00000138071/ENSG00000106078/ENSG00000011426/ENSG00000197386"
"BP"	"GO:1904031"	"positive regulation of cyclin-dependent protein kinase activity"	3	-0.869143871411446	-1.4655934025673	0.0275820106654276	0.0275820106654276	0.652355185519255	137	"tags=67%, list=13%, signal=58%"	"ENSG00000096384/ENSG00000008710"
